Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,SalePrice,0,1,2,3,4,9,11,15,18,19,20,22,24,25,28,32,33,43,44,53,57,60,71,73,78,85,95
722,120,0.0,4426,6,5,2004,2004,169.0,662,186,848,848,0,848,1,1,0,1,1,3,0,2,420,160,0,0,0,0,143000,2.222452533491176,0.18011273544348208,0.16604147130473448,-1.5736148013082185,-0.6007514883401639,0.7383887503443672,0.8934800311688924,0.2684572832828127,0.0005297480372071725,0.22554751359313907,-0.17105921596227958,0.027342443579246124,-0.00021652715049274993,0.00784470314324263,-0.10068708003348822,0.22478355748888165,0.05283543614088679,0.04965064550000068,0.10492752843075744,0.09419839943021045,-0.17483119319113288,-0.15540455424991956,0.020765012218568153,-0.01611094695173008,-0.13147795628343928,0.010565490323429266,-0.0309021193981247
723,20,70.0,8120,4,7,1970,1970,0.0,191,673,864,864,0,864,0,1,0,3,1,5,0,2,463,0,0,0,0,0,124500,-1.3878575006087575,0.34603025494459033,0.33596972811074793,-0.34502489680009485,-0.43093620861997883,-0.334403071488242,0.01648284689827267,-0.17588070550306198,0.47861600028322615,0.6221874927583854,0.3501195518393478,-0.10498648336137922,-0.5923254066313338,0.07962101462503092,0.13111726955464484,0.07762917781388885,-0.2593984380568976,-0.2165922330210914,-0.04260333328232579,-0.21073349046589585,-0.03441832203420753,-0.10144837464241122,0.07439237892924802,-0.018344724460589542,0.012917600141072478,0.056886868860840524,-0.031405789282346025
724,50,60.0,8172,4,6,1954,1972,0.0,0,941,941,997,473,1470,0,2,0,4,1,7,0,1,548,0,0,0,156,0,135000,-1.257932621966199,1.1087426293327967,0.09793265577985281,-0.24491851312567472,-0.001079279952675185,-0.7636883888697515,-0.05822820661098045,-0.9821325196346364,0.07785179504523299,0.6471285332768728,0.19746723926390566,0.3991101454657442,0.2871437191779932,0.3877912540431383,-0.06174455440672961,0.22539157500733562,0.07814823794062402,-0.2563749529769074,0.06701581366121581,-0.07350089838224338,-0.11948096078359292,-0.008228952744384172,-0.019379777976314152,-0.02443873555631281,0.11547009089363926,0.03415325012435187,0.12063123301140144
725,20,86.0,13286,9,5,2007,2008,340.0,1234,464,1698,1698,0,1698,1,2,0,3,1,8,1,3,768,327,64,0,0,0,320000,1.3845408559803167,-0.5932526471473422,1.600502157463833,0.939462919254281,1.0540430940786711,-0.6087079229839323,-0.06822597635323764,-0.11519696843950902,0.03445304007889529,-0.12352807145535641,0.46708113044282573,-0.20129834944734692,0.6526039212985079,0.27795340929810136,0.24035716918456856,0.08468776652158357,0.05818669405010018,-0.0433607931538466,0.3277444591232266,-0.21497149214273822,-0.18886612122734428,-0.1204700401892374,0.05303129894333567,0.007770058646012613,0.166674145295562,0.024682521909527744,-0.07546654188850023
726,20,60.0,6960,4,6,1970,1970,0.0,375,250,864,864,0,864,0,1,0,3,1,5,0,2,660,96,0,0,0,0,120500,-1.2777788340298342,-0.23097997606957366,-0.11558961279003005,-0.39076881323493334,-0.6688558056026886,0.46835069346030206,-0.7227598373362178,0.31917887616073026,-0.3038752786054698,0.0813311155582359,-0.12374709675105725,-0.6401436129913936,0.08371280207524923,0.8694937501183629,-0.5048514030710414,0.20227194272839533,-0.12129051472607283,-0.16173629403826523,-0.129533801953761,-0.05921347282615472,-0.18567901310753185,-0.15614991010535723,-0.21226659589260155,0.1198380982348674,0.09225050892308595,-0.16025833823155672,0.21952582744908727
727,20,0.0,21695,6,9,1988,2007,260.0,808,72,880,1680,0,1680,1,2,0,3,1,5,1,2,540,292,44,0,0,0,222000,1.274825179702398,-1.144594625418745,0.22425053945383774,1.042191057491042,0.8179426723493248,0.6769001665196466,-0.10671679790352465,0.7947847063673027,0.02696880310812711,0.15105829686312877,0.6766734569903975,-0.3830410334379903,-0.3431918778950324,-1.0821058612095027,0.1142667615586296,-0.10354130822156192,0.3917368469593726,-0.3516004301620758,-0.0874165496554383,-0.014557001812601325,-0.14107103263594928,-0.17820098186691977,-0.04192586166798785,0.1220730762749317,-0.129140698667965,0.09951405034688425,0.06099414223249511
728,20,64.0,7314,7,5,2007,2007,82.0,724,508,1232,1232,0,1232,1,2,0,2,1,6,0,2,632,132,0,0,0,0,194500,2.284263350119707,-0.10228022472547917,0.27236090507086347,-0.8026473039842323,-1.2353663523811331,0.22665403089283348,0.24254630270953742,-0.4062215300993014,-0.041178608750161785,0.03163215481879977,0.04165104652588258,-0.08257552849185297,0.33868566568240893,0.019329708412931374,0.33734854283390686,-0.15158035639560022,0.04692983884506832,-0.2007398259675951,0.3920748357710789,0.012479932792989222,0.041720085502051515,-0.01349626942281857,0.025462830308156114,0.035852600295634335,-0.0324442347160167,0.031432585081725306,-0.07087657033754721
729,90,85.0,11475,5,5,1958,1958,95.0,0,1584,1584,1776,0,1776,1,2,0,4,2,9,0,3,888,0,25,0,0,0,110000,-1.3195055804064428,-0.18380239954393499,0.7097947810314087,-0.47999663525692476,-0.0708180681650567,1.5388868097497506,0.3159951212979201,0.09837043944221993,-0.4466912738930583,-0.014172215856575262,-0.4545226860594839,-0.22553925900863162,-0.5975883148600595,-0.06504375922807365,-0.090157410503149,-0.04932433261865063,-0.7852384135827405,0.21921864889205714,-0.21119873584863652,-0.15063744009542326,0.312894272174182,0.4482483756518253,-0.1492819312833481,-0.01670543594278685,-0.048626190083412964,0.10742019216449324,0.02292664662431821
730,30,52.0,6240,4,5,1925,1950,0.0,152,628,780,848,0,1208,0,1,0,2,1,5,0,2,539,0,23,112,0,0,103000,-2.369971579427317,0.9061350252158366,0.0017923341002693402,-0.6193865697703179,0.17111321739427524,-0.36912775134188874,0.3856905331603662,-0.03763142937818457,-0.25231175526076993,-0.4425184348309466,-0.2045799536456921,0.21395862452210648,0.2724315934346122,-0.05961066663658054,0.22044035913543952,0.19562780459976295,0.312129353162004,-0.2597085888912478,-0.07058718134001074,0.10529537889832351,-0.15543702095016687,0.12767243106759116,-0.0321214291331444,0.09102596717582119,-0.1889740416900769,-0.1738451238166414,-0.094798504326933
731,120,39.0,5389,8,5,1995,1996,0.0,1180,415,1595,1616,0,1616,1,2,0,2,1,5,1,2,608,237,152,0,0,0,236500,1.7383234326691896,-0.28649294056614666,-0.6663282771223006,-0.04878979580038767,-0.5178655417894076,0.1071715795109075,0.3063336347333839,0.11350846214493289,0.37843390107004504,0.08670853330462665,-0.18012546193109924,0.013608583004776121,0.3754318344524273,0.14570785596748995,0.14645816228562583,0.30012084140980905,-0.48040502934466073,-0.1520358967146414,-0.07241311238049801,-0.003351704703511425,0.048797661025797454,-0.30421662710719033,0.041592018202985075,-0.05764400490973284,0.0531779600669708,0.051956648957764424,0.041066819392089456
732,80,73.0,9590,7,5,2003,2003,442.0,786,82,868,1146,0,1146,1,2,0,3,1,6,1,2,438,160,22,0,0,0,187500,2.3312539361219655,-0.4476766885620599,0.1538489470628015,0.9731439574973644,0.4880018343516823,0.2321407397885572,0.106587274980111,-0.013856973556468302,-0.7323690870772906,-0.016182325443459517,0.06528988308526451,0.026109970418871174,0.28872640999829546,0.28642591655606414,0.009664157237120911,0.3787387449728674,0.2558514650107962,-0.16873112977920612,-0.21607098904761005,-0.15034966565889213,-0.25827743886707033,0.060867557183135315,-0.03185040825905665,-0.14033412891917318,0.49054051250465325,-0.2534840817870827,0.19345424682173545
733,60,75.0,11404,7,5,1998,1999,202.0,252,901,1153,1153,878,2031,0,2,1,3,1,8,1,2,541,192,84,0,0,0,222500,2.380288482976026,-0.4109345731938906,-0.9994757999297089,0.09215573260686477,0.20646085144000287,-0.4849163798362398,0.3718178233569383,0.4124293994326125,0.027399201723653628,0.6279550457764818,-0.2626747054135886,0.361457951455121,0.10691483974520846,0.6142460861670367,-0.042067926599176436,0.35186211075105134,0.11114531404418991,-0.029189432737607574,0.08686922325282768,0.027923586246558368,-0.06953129518090712,0.024604471116239413,0.002699307466215127,-0.026648465020298086,-0.07081627774129795,0.08844679402273953,0.018215869302877614
734,20,80.0,10000,5,6,1961,1983,0.0,594,270,864,1144,0,1144,1,1,0,3,1,6,1,1,264,165,0,0,0,0,131400,-1.183317424599652,-1.4349783077592524,0.1824939372313598,0.0224957360700851,-0.10190222535058521,0.714519392899949,-0.895143762593107,-0.21121551014694584,0.5691567894969622,0.2301627781049733,-0.1433778065994856,-0.0597883751525762,0.5153391035703696,-0.6356308698550145,-0.011585136629948565,-0.20082951818002281,0.24208479175619985,-0.23677919936991798,0.28753496053025845,0.12884250741331957,0.0358430567070955,0.009155421151060066,-0.21784529291786772,0.1327003539430936,0.3174224040232781,-0.11428294388056365,-0.09829208780892675
735,20,0.0,8978,5,5,1968,1968,0.0,0,948,948,948,0,948,0,1,0,3,1,6,0,1,300,147,0,0,0,0,108000,-1.0528578714401717,-0.5462249980759794,-0.2009176915342461,1.1236895840069128,-0.4969516046529189,0.8204133338322172,-0.17513050598798346,-0.1292394522658948,0.05603040850120499,-0.25766303022764936,0.5133753394990029,-0.036723077494541914,0.33582940687760376,0.9887665932905735,-0.23703611827069543,-0.297695475585652,0.20812623680774056,-0.4063609029856029,0.1575480997355657,0.21104509074809327,0.07675996589507378,-0.060330610652488056,-0.026749812470766524,0.11895166604702626,0.11478529776355756,-0.006353204002108931,-0.022957188644136598
736,75,60.0,10800,7,7,1914,1970,0.0,390,490,880,880,888,1768,0,1,1,2,1,6,2,2,320,0,341,0,0,0,163000,-1.4466599211201192,1.8760139135500606,-0.4431788005555759,0.13280558499793563,0.08657466704332253,0.13354291037005206,0.3157931926713512,-0.3756175108067116,0.7118628016322364,-0.061901525232081464,-0.3226919323546634,0.4215652354512634,0.2722809360466984,-0.13291397554246173,0.09225692810847806,-0.6914523783795813,-0.23752749447723784,0.04400466033440529,0.09564834719347384,0.21971144175996002,0.2636169319974149,0.09756680499771714,-0.046684265419355435,-0.3783176311737503,0.3951190129216573,-0.2347806935955611,0.29078642396863785
737,90,60.0,8544,3,4,1950,1950,0.0,0,0,0,1040,0,1040,0,2,0,2,2,6,0,2,400,0,0,0,0,0,93500,-1.8054270035448692,0.10022707278489505,0.38018708652886307,-0.2930264843525007,-0.6907131676616541,-0.022178961235949233,0.05383785640316671,0.16641298951731323,-0.7492638767209999,-0.06470815112928648,-0.8409500809358267,1.0535704241710482,0.04325948657983184,0.1535972031578965,0.44430773245980865,0.024384325846893914,-0.37710778712358983,0.13281562672387226,-0.08561215885593013,-0.15535468744295133,-0.12947048733055624,-0.16644787664723623,-0.23093470545054048,-0.13686222626243344,-0.21569961761507042,0.5510550592276661,-0.00535493769605584
738,60,72.0,10463,8,5,2005,2005,0.0,0,893,893,901,900,1801,0,2,1,3,1,8,1,3,800,0,116,0,0,0,239900,2.137160702672218,0.5113341535669012,-0.9289417528201857,1.2857039883798373,-0.022893136786315098,-0.5508604418063247,-0.31351982782302185,0.32780239041908765,-0.957523476174704,0.15824721050861137,0.1868954069225763,-0.005710047101878632,-0.6459281235317814,-0.21092813356678444,-0.0028972245960413932,0.17947480609939134,0.12492737100939116,0.38241472666230314,-0.07018059730178233,-0.5474590803388819,-0.23728792567640683,-0.007727502294637446,-0.0458447298223502,-0.06358694468773723,-0.20417353290282705,0.04680846002438511,-0.06439250554755893
739,90,60.0,10800,5,5,1987,1988,0.0,1200,0,1200,1200,0,1200,3,3,0,3,1,5,0,0,0,120,0,0,0,0,179000,-0.8270925784841413,-0.23879334439945682,0.1649309358629055,-0.33359324949830604,-0.6164297126219325,0.16941142664351552,0.31503544272005757,0.24579645420773152,-0.09993330093203406,0.11143229281860631,0.45382673677991126,-0.6947692611518389,-0.09403925673932376,-0.3330633385492725,-0.0680957739983278,-0.3928860943130829,-0.28092996035107853,-0.11022303924436144,0.3799745387543424,0.011881395572858531,-0.2658454848152661,-0.034990162830809926,-0.34606691580924204,0.0996510932330402,0.11464291189948828,0.2127712786717912,0.17060867760258738
740,60,65.0,9313,7,5,2004,2004,0.0,0,864,864,864,864,1728,0,2,1,3,1,7,0,2,572,187,56,0,0,0,190000,2.0628744457806603,0.48937339557474674,-1.1315481647967338,0.24449906294146145,-0.7571557830252758,-0.3520140218465759,0.4067990666682338,-0.1006017871584821,-0.09622581300747561,0.12106292083081019,0.05636958226243679,0.1984944593340904,-0.0075485175967299764,0.12650143180100712,0.05164922709006065,0.07430966804116518,-0.11814812395365859,0.08390038900368126,0.0740840157724822,0.08529368235552001,-0.13383063734307846,0.030347980354701466,-0.02402705938747251,0.011217849564115449,-0.021114615154892366,0.0036043896849638495,0.030247315860511215
741,70,60.0,9600,5,7,1910,2002,0.0,0,264,264,768,664,1432,0,2,0,2,1,7,0,2,360,270,0,112,0,0,132000,-1.2841499015532718,2.3544021669320356,-0.15705578630171058,0.13434790337461336,0.501946014400138,0.12386983109133111,0.019239824460038527,0.362708710648782,1.5095744314350716,0.31226057841920246,0.8266886499416921,0.4465946527796226,-0.5665520647059661,-0.16769210577614066,0.06037074701635756,-0.6656136367477974,-0.7553023082010215,0.3213395712043708,0.41445620883341305,-0.07458739264663032,-0.328890597789439,-0.10968420620838217,0.31449456603755066,-0.07687489085800306,0.07169456289390301,-0.4029379143895786,0.008445666854109883
742,20,65.0,6768,6,8,1961,1996,0.0,832,80,912,912,0,912,1,1,0,3,1,5,0,1,288,168,0,0,0,0,142000,-1.1841214500759702,-0.8363938913153272,0.08617759888320588,0.9062043814209254,0.10743821261844544,0.16479051215886692,-0.1638985969651906,1.0240232868390937,0.6514830486084325,-0.6170094774560756,-0.1576684589917137,0.01537822584104338,0.6746092642424897,-0.9272731575577491,-0.7684411935313497,-0.21628544581230175,-0.30838447277618897,0.007402635612168109,0.02758104207038074,0.04583897913952278,-0.05917730684312374,0.331739198293843,-0.12205144908437333,-0.17353734239779267,-0.030722272261133485,-0.024114438078295636,-0.0333543913339162
743,20,65.0,8450,7,5,2000,2001,108.0,0,1349,1349,1349,0,1349,0,2,0,3,1,6,0,2,539,120,55,0,0,0,179000,0.7069555546581682,0.22852271346330585,0.04361446642406654,-0.8819850530776127,-0.4788035623521635,0.2706530748305548,0.4171899840582743,-0.6982568546914434,0.11097882046039514,0.3695338227093223,0.5596463171812573,0.11543881528076277,-0.19601746684232466,0.01638355588826177,-0.03208845448693671,0.1849760255107508,0.06031748500624299,-0.20328220259369464,0.017249677112689182,-0.16962189052820456,0.05722341966173991,0.3921824876783115,-0.004125199116265393,-0.14214343617222563,-0.011653405387457164,-0.05160066091470157,-0.18188882139899973
744,80,70.0,12886,5,6,1963,1999,0.0,444,76,520,1464,0,1464,0,2,0,3,1,6,1,2,480,302,0,0,100,0,175000,0.053762221475667116,-1.192642655084908,-1.2453642268763792,0.3458572519457621,-0.3469928948268807,-0.2852260948838615,0.010747713156217554,-0.5431433736675302,0.9475550953494791,1.2959039711255875,-0.10057821459226436,0.14349220263777424,0.2625197380136106,-0.18925258303284226,0.4633109689116332,0.7188122983405956,-0.04333625621462928,-0.15203064747175193,0.41688330127023376,-0.11494388451496171,-0.07896546946838626,0.2687179178507457,-0.02767234483425407,0.04027393819990829,0.03876332809875388,0.13123761328855557,-0.295000405629059
745,120,41.0,5395,8,5,1993,1993,0.0,733,604,1337,1337,0,1337,1,2,0,2,1,5,1,2,462,96,0,70,0,0,180000,1.389181979344861,-0.6236356490385444,-1.1158157126469732,0.04896900652705688,-0.3067135298606785,0.4385796070391231,0.2614717546689044,0.09236996003389791,-0.054544547743478465,-0.6337104741587267,-0.49378318934177184,-0.053629522725732584,-0.2158781476670336,0.015200124102900675,0.4346198273574704,0.37461110061253555,-0.35820889636833253,-0.07581398915260881,-0.37175143606430516,-0.16179900639888742,-0.31637133196867295,-0.3941365380559964,-0.17153662918139823,-0.42542816793576554,-0.02854218408538875,0.18455742651695078,-0.0037082878748426443
746,60,0.0,8963,8,9,1976,1996,289.0,575,487,1142,1175,1540,2715,0,3,1,4,1,11,2,2,831,0,204,0,0,0,299800,1.0431487528029235,-0.6243370646870169,-0.07956091890167186,0.47028895241140073,1.3093454457211438,-0.8275928399493963,0.43974651774724177,1.4691000456000767,0.8102276673592852,-0.2688587351149093,0.14742833619590345,0.1914962233150807,-0.4611726482591305,-0.0009740390789261732,-0.21083464905216542,0.12383121347115594,0.0431756723489367,-0.26339658395580806,-0.0530005548550887,0.5986990104341536,0.14033922454607956,-0.15733362063678208,-0.07949762330940877,0.28087109499223595,-0.06139313618202497,0.5527248360511747,-0.19017060117630127
747,60,0.0,8795,7,5,2000,2000,0.0,300,652,952,980,1276,2256,0,2,1,4,1,8,1,2,554,224,54,0,0,0,236000,2.1349659466390567,0.5081931007213313,-1.2302220899563308,0.5316903147135376,0.06983468665306164,-0.9760687545765334,-0.047829602092803465,0.4400922774414494,-0.00010606412840547566,-0.1460699224906757,-0.5264916328098835,-0.033266373683028566,0.09193103529729284,-0.10033612544483467,-0.15785138249038494,-0.25217241077127417,-0.30246811600501966,-0.39267522373523567,0.10752819390225361,0.11130615485828413,0.08328214716808113,-0.19622343424774114,0.18213148342132165,-0.04162202066378648,-0.20302399160955786,-0.01672482622295416,0.03969160454502206
748,70,65.0,11700,7,7,1880,2003,0.0,0,1240,1240,1320,1320,2640,0,1,1,4,1,8,1,4,864,181,0,386,0,0,265979,-0.8508396826997238,1.4686730462434372,-0.41021360536582635,1.3904240932034655,0.9838793436059196,0.9836713608467654,0.07596779229177934,1.2513682174724257,-1.0008467078935106,-0.6326025454418921,0.14832581631706437,0.752460091114853,0.1983102407769813,0.5211426573882312,0.340385186408522,-0.3606627779848875,0.144869189090851,-0.780813460164505,0.14595073336018297,0.13884121404403754,0.1767796357505439,-0.23333337453568556,-0.1875161836707011,-0.2513242285113278,0.3084181237013959,-0.30090140921687386,0.06930332995773068
749,20,59.0,10593,7,5,1996,1996,338.0,919,801,1720,1720,0,1720,1,2,0,3,1,7,1,2,527,240,56,154,0,0,260400,2.3239603184430133,-0.7398493249343717,0.06893295630797551,0.12459436104336177,0.3631578981167352,-0.009199583662859953,0.6677048524816249,0.5252524329129119,0.2911896107055973,-0.29488189258086606,-0.33195521001614503,0.10439825805193538,0.19586942838301077,-0.1175742162461121,-0.11431522091409865,0.015272614970666357,-0.08307161770727123,-0.24105757422160232,-0.1353112344032509,-0.06121961533026289,0.059611725603508636,0.08554928680615126,-0.10221968297670954,-0.030988629293052773,0.23056174088896464,0.28299389082455295,-0.22353683767007138
750,50,50.0,8405,4,3,1945,1950,0.0,0,0,0,1088,441,1529,0,2,0,4,1,9,0,1,240,92,0,185,0,0,98000,-1.843259780310103,0.8652627189137726,0.05953975391332356,0.16789518098357384,-0.3745620651128995,-0.21606601578018717,-0.0133193004121079,-0.2621127560060812,-0.4639682278550153,-0.2972445041097888,0.25687404812515746,1.4334091824940596,0.43134687586784226,0.521117756313744,0.4173607670369091,0.3903388274272809,0.39667256491817326,-0.3299090215693757,0.1692578942205152,-0.13733185925845756,-0.014971807708420175,-0.36172604757226645,0.04911332662474532,0.027075307373646197,-0.5031202767369166,-0.18343158560184372,-0.008920192884545439
751,50,55.0,8800,4,7,1910,2004,0.0,0,576,576,792,348,1140,0,1,0,3,1,7,0,0,0,0,160,0,0,0,96500,-1.7265576424376152,2.008571775107044,-0.20886885259358728,0.7320914168724003,0.2136997969944945,0.6885123607887509,0.15450544747181136,0.08990995846779187,0.1404332307616465,0.04642790520751106,-0.37803046300705734,0.012041988722130175,-0.011539932463133083,0.019498152675035324,0.20872917932579407,0.03874438172644432,0.3122102430093524,-0.4697437105760996,0.3100354641415998,0.2984558446408033,0.04334015818026529,0.1506649584489773,0.08802082533625744,-0.1954011495153338,-0.1351516822243601,-0.22768360739955779,-0.35239025000373403
752,60,0.0,7750,7,5,2003,2003,0.0,0,660,660,660,660,1320,0,2,1,3,1,6,0,2,400,0,48,0,0,0,162000,1.8591636664984377,0.9384557505313508,-0.7020316862120947,-0.3002589775768457,-0.29646425329330384,-0.6884888163989116,-0.7297134603537129,0.3535879531409839,-0.5327708895122127,0.06579641792110917,0.09262431673510765,0.3008201410974168,0.22571459494126048,-0.28463412358257534,-0.3482782177097087,0.05929004169983208,-0.0805625593883573,0.14918046873423588,0.23920071901347023,-0.19975826208106381,0.10855379413346103,-0.003339526124825283,-0.03872468307835716,0.2580007358529271,-0.2673677486883597,-0.16450839896541128,0.10199297013387175
753,20,79.0,9236,6,5,1997,1997,0.0,1200,279,1479,1494,0,1494,1,2,0,3,1,6,0,2,576,168,27,0,0,0,217000,1.6701420011761918,-0.2611985596598896,-0.3672560154464144,0.42721875265220355,-1.4800663926807756,-0.27967166692771617,0.7659326990680146,0.020270880608428913,0.8056317880033403,-0.4438280706911104,0.671786802342498,-0.17531848374462988,-0.5154824574609667,-0.060895100542589474,-0.7296283991791079,-0.09024047557793527,-0.4017498487331636,0.03741834817885007,0.06773029374461054,0.03654874695559955,-0.03104416000047119,-0.005418431096426707,0.12454230699082669,0.07693253788816151,-0.12672608434892413,0.0018861958624908648,-0.05780490140500521
754,60,80.0,10240,8,5,2005,2005,178.0,0,1030,1030,1038,1060,2098,0,2,1,3,1,8,1,3,878,192,52,0,0,0,275500,1.793121746893314,0.24030690339001592,-0.13376434737959814,-0.6622717735216135,0.2886940655486789,-0.32332364565084604,0.22357360733293374,-0.6253142333896308,-0.9113125096343062,-0.23553553611614103,0.3592174194521777,0.04255901524706692,0.1887444706857493,0.18507604309581183,0.4505900700254379,-0.3245065836480594,-0.17372280511266858,0.3702222269975161,-0.18434624837836758,-0.05351115631225206,0.1720746580224123,0.3633403588705254,-0.08266214827484498,-0.10765936936560774,-0.1957430269978555,-0.02935233188340962,0.2884578053856171
755,20,61.0,7930,6,8,1969,2005,0.0,439,115,1026,1026,0,1026,1,1,0,3,1,5,0,2,440,171,48,0,0,0,156000,-1.0944696276817902,-0.5718207745219951,0.014607540831285069,-0.5461828403008836,-0.9735411254247601,-0.2808174162417953,-0.21514907725362417,0.36126127428100846,-0.13982247676648618,-0.4424423715172119,-0.7503804954688263,-0.8821092558725763,0.6062714149054526,0.5321107454130334,-0.3972596104731043,-0.6978398982787105,0.06336354433012104,-0.04932314676844436,-0.4134130317920409,0.031004253601100425,-0.37918240433354733,-0.11030104086406298,-0.012996612529348856,0.07018293076189192,0.06464951160993418,0.0861282083760123,0.020340538903064677
756,160,34.0,3230,6,5,1999,1999,894.0,381,348,729,742,729,1471,0,2,1,3,1,6,0,2,440,0,24,0,0,0,172500,-0.036958043415827056,1.0739596773170463,-0.6650246694404004,-1.5786363472876506,1.333998505811022,0.012072148051339986,0.5331727303738825,-0.7288699234298891,-0.03052600178445487,-0.5087672274049597,-0.6207105935162919,0.01615367787549087,-0.22682876525474485,-0.18955508560808973,-0.1408643534459351,0.014723952560293163,0.7695811022723333,0.2145129211656649,-0.3546733234753476,0.31002593366158204,0.09282045832820109,-0.23053604659513308,0.022338723534307704,0.061281683638080627,-0.1599679763330238,-0.09185731422359195,0.02344630884865509
757,60,68.0,10769,8,5,2007,2007,0.0,20,846,866,866,902,1768,0,2,1,3,1,7,0,2,578,144,105,0,0,0,212000,2.347666904095049,0.0605346916146851,-0.9357486166260739,0.22651495612676475,-0.862135602811869,-0.515562465333568,0.35079226543287584,-0.27838740871038026,0.14807490056960249,-0.18117994152737288,-0.22054344829959668,0.17964465856742148,0.27617794281409214,0.008422288352736321,0.07302324118064016,0.11099804585557628,0.07086064264364793,-0.0573322341832801,0.10336228525191916,0.038933455101401976,-0.06455795865990971,-0.01481888002301289,0.019493013257873792,0.026446340289750306,-0.03418318665750117,0.06889960839631817,-0.0024040876725321372
758,60,0.0,11616,6,5,1978,1978,328.0,438,234,672,672,714,1386,0,2,1,3,1,6,1,2,440,335,0,0,0,0,158900,-0.9466870084461524,-1.867044465234128,-0.327652218222399,0.9385557194008094,1.4061435944715153,0.036447736344772885,-0.39021692935950086,0.2752533684016886,0.45533517220502173,-0.20973230965730855,-0.4678062528677217,0.46991967091645565,-0.14744531305998448,-0.20549112115091583,-0.37305392468753606,-0.47022888456375933,-0.36564356222117256,0.8565260563878256,0.5663688008380964,0.12169200944863638,-0.12140980751782915,0.3386223278570243,-0.14359344101476784,0.014250501292241365,-0.13326340340373385,0.05731747210571955,0.07120799050892036
759,160,24.0,2280,7,5,1999,1999,360.0,549,195,744,757,744,1501,0,2,1,3,1,6,0,2,440,0,0,0,0,0,179400,-0.2825102758033477,1.046945498387821,-0.7710225686987106,-1.4768013311414616,1.2649844115339404,0.017102145366780622,0.3726525895775042,-0.5236278512550638,-0.038090679451120206,0.03552743477350634,-0.553446148227574,-0.0455921497511948,-0.4092700225509562,0.24102665957278593,-0.08373698110723359,0.24359120241579324,0.8538987618015474,0.1977545228724873,-0.0683360416041484,0.08389001442075703,0.21095435362261478,0.18203496462718444,0.16012805370475525,-0.2064504923248064,0.00465683522382064,0.021592022420580417,-0.24454142173353724
760,60,65.0,12257,8,5,1995,1995,513.0,56,1198,1318,1328,1203,2531,0,2,1,4,1,9,1,3,752,222,98,0,0,0,290000,2.283862302852032,-0.5067766048060073,-1.1018625935226511,-0.0597796667306458,-0.03901229396700957,-0.34293909931193933,0.7141742792767702,-0.08582569885971604,0.30190827579778984,0.21700100046181114,-0.32682633487999047,0.5795346215341881,0.19411067964412804,0.5522569384736454,0.026098606069693695,0.09152255089956433,0.09809350762241861,-0.11298030656041357,-0.174371630091753,-0.6183536910663555,0.8442373551176,-0.185195037264709,-0.2942863940719893,0.04735483936404715,0.21196363227728715,0.3549166408085831,-0.25360980450613385
761,20,70.0,9100,6,6,1959,1959,0.0,612,252,864,864,0,864,0,1,0,2,1,5,0,1,300,0,0,0,0,0,127500,-1.4463438676050797,0.35274703082514675,0.9987617178463316,0.10888819540669263,-0.21378880489653515,-0.008188783676723432,-0.1354546005988466,-0.6232183190638211,0.4800592756632751,0.6495925859920386,-0.8810187899617559,-0.48300575511363947,-0.33061434642509585,-0.6419414095516427,-0.11148645671938101,-0.15525721355774968,-0.14657634684185417,-0.0004451068867414638,0.0036947051338488478,-0.06761843920370464,-0.18785349843934834,0.12712964076982833,-0.15282956206977108,0.08007241617047266,0.010545278584568211,-0.14823267882886998,-0.11922740535144606
762,30,60.0,6911,5,5,1924,1950,0.0,405,740,1145,1301,0,1301,0,1,0,2,1,5,0,2,440,0,0,0,0,0,100000,-1.519346461449123,0.8365855938776697,0.3196958840386588,0.30951216165071194,-0.3280410766295,0.6967925241369428,-0.5530869909104835,-0.11152681823151601,0.17123024979456855,-0.3677721031943811,-0.2955364065585244,0.19279734469264617,0.4136834451430113,0.21091441501594096,-1.0511771016262355,-0.44880309696375065,-0.01753447675975604,0.5913550599444698,0.5912988958967268,-0.9564624190049175,0.2591947217157664,0.11196866563095378,-0.20663828163509157,0.2685574231544638,-0.08573217947727318,-0.03581372867669456,0.09402816589325917
763,60,72.0,8640,7,5,2009,2009,0.0,24,732,756,764,783,1547,0,2,1,3,1,7,0,2,614,169,45,0,0,0,215200,1.3711853121534623,0.9834476694752001,-0.3497940391710328,-0.7014248002646869,-0.44287742417485987,-0.3543254693195376,-0.6651299092638708,-0.08741809803029482,0.5528044800459246,-0.6079676965525098,-0.31683623295762975,0.07138545920840252,-0.06596759211565828,-0.10516951242217236,-0.7207264605179847,-0.08853054068083874,0.3085210848780367,0.0925599542495009,-0.29084162622478305,0.08230589016571162,0.20660730048771517,0.17267466599109016,-0.1480669974282541,0.02470271121889307,-0.09540743913199133,0.08489474802522873,0.11932503474495045
